id,LATITUDE,LONGITUDE
1,40.24826927384136,-111.66995661715829
1,40.2468503097169,-111.67026414982746
1,40.24631156499036,-111.67154723484143
1,40.24652032639997,-111.67233922989766
1,40.24755879206763,-111.6711360914144
1,40.248818212189,-111.67024707247589
1,40.25022712065658,-111.66986889621005
1,40.251029331668754,-111.66953464555003
1,40.24959701213349,-111.66936223491201
2,40.32492407189376,-111.71512338903364
2,40.32630111901121,-111.7150002546967
2,40.32558320985602,-111.71408771307549
2,40.32419080047678,-111.71415533674482
4,40.043776691024014,-111.72360244981427
4,40.042527232400495,-111.72358035297067
4,40.042557086592595,-111.72523091026089
4,40.043774416562506,-111.72529165366025
4,40.04440585533677,-111.72445141297358
6,40.01751616665563,-111.73838906849592
6,40.01690997549008,-111.73802368088558
7,40.11489432582813,-111.5896769070185
7,40.114615478826884,-111.58818005555754
7,40.11331284668443,-111.58820168778566
7,40.11208845162694,-111.5883236061978
7,40.11209258053876,-111.59002031206442
7,40.11301613474096,-111.59051694478988
7,40.11431887202991,-111.59051866072869
8,40.04392229858335,-111.66930441249579
8,40.04425945613321,-111.67003104972791
9,40.02918492983966,-111.6839832586752
9,40.029595658493925,-111.68334439324626
9,40.02838695820278,-111.68375480943986
10,40.023096922378734,-111.68664678524325
10,40.0238163707049,-111.68746558190182
10,40.024518160777795,-111.68667246721049
10,40.02380139346106,-111.6856750603287
11,40.014599933110986,-111.68123573799816
11,40.01402175806984,-111.68017187682929
11,40.01340764536104,-111.68115312399341
11,40.012117343396845,-111.68094506512544
11,40.012722458006415,-111.68173797867117
11,40.01393719679471,-111.68207581216534
12,40.04983724154873,-111.67587363406268
12,40.05010407668572,-111.67757498265986
12,40.051228527269885,-111.67716264720569
12,40.05075119061805,-111.67574326834273
13,40.040559637836765,-111.72987877723367
13,40.03984633667687,-111.73023811382684
13,40.03986083767971,-111.73185033894333
13,40.04086210906993,-111.73215075324242
13,40.04115372541148,-111.73091404190816
16,40.238381539429156,-111.65082392718125
16,40.238927425136225,-111.6515303814239
17,40.298904882084024,-111.69103004384529
17,40.298915868172394,-111.68923027413229
17,40.29892682571952,-111.68743050382571
17,40.298038347570525,-111.6868438699385
17,40.29723148543936,-111.68606766101684
17,40.29718412994084,-111.68778352184019
17,40.2972015757912,-111.68958315806034
17,40.297218993103826,-111.69138279522345
17,40.29821043411295,-111.69191514733363
18,40.3081112031732,-111.68948391554945
18,40.307401742014065,-111.68851727848305
18,40.30645081969834,-111.68906542810294
18,40.30746129291396,-111.69003982959985
19,40.27580244972896,-111.68165112475957
19,40.27571165579424,-111.68049700188325
19,40.276506339601774,-111.68083840443626
20,40.30878709920965,-111.75839759329662
21,40.32939167942175,-111.69196433494429
21,40.32835236135908,-111.69157217462487
21,40.327730696407166,-111.69246957225545
21,40.328727154737486,-111.69286167240733
22,40.344223374277725,-111.70955318735281
22,40.34486373865581,-111.70845385957469
22,40.34450138428923,-111.70799100067339
22,40.34346598017699,-111.7085638889663
23,40.33552646579722,-111.70341958721225
23,40.33575126155773,-111.70230178330884
23,40.335088218465344,-111.70126007498943
23,40.33484903814501,-111.70259294966317
24,40.34135266880648,-111.7195791001362
24,40.34217979415393,-111.71941230670762
24,40.34211920038692,-111.7176808637795
24,40.34156316210536,-111.71603473411729
24,40.340416761534925,-111.71557830105986
24,40.33949675602259,-111.71672750135262
24,40.339782459223734,-111.71830194412526
24,40.34085661523226,-111.71860950548425
25,40.33669726982398,-111.73003400677626
25,40.33741874859762,-111.72945754641195
25,40.33627231443122,-111.72922331853474
26,40.299877690673654,-111.67261010843531
26,40.299035445986405,-111.67334319424685
26,40.29907777699713,-111.67509751462553
26,40.3004839257924,-111.67501018064254
26,40.30065486676143,-111.67353780115499
27,40.28744118442171,-111.68930413059437
27,40.28758979518595,-111.68775965158767
27,40.287566054328025,-111.68594888418204
27,40.286316880508586,-111.68605172079243
27,40.284947882245284,-111.68634166227369
27,40.28444382623701,-111.6877961371874
27,40.28459125769639,-111.68873219606088
27,40.28550485707633,-111.68966156398207
27,40.28609136307822,-111.68889560667725
28,40.27719843966629,-111.69588115020316
28,40.27717482490455,-111.69759659685585
28,40.27784736837256,-111.69843770005922
28,40.27785628797769,-111.69670641571551
29,40.26776984781536,-111.63361101017296
29,40.266790964409594,-111.63229093918982
29,40.26642083430288,-111.6333860679561
29,40.26616436245319,-111.634452529265
29,40.266060572246694,-111.63611048851175
29,40.26617820546901,-111.63779005607941
29,40.2675856002738,-111.63779428973847
29,40.268368910861206,-111.63702327327915
29,40.26829583357387,-111.63518846356838
30,40.25300340254642,-111.67634812602634
30,40.25213587303152,-111.67562812021677
30,40.250711058627935,-111.67554430931729
30,40.24951965081669,-111.67576677753999
30,40.249576100692906,-111.67762670921785
30,40.24984823678998,-111.67777517681904
30,40.25093698541346,-111.67689834588893
30,40.25234102500026,-111.67677091501592
31,40.255859739113056,-111.6864604605761
31,40.25542614068398,-111.6853637279335
31,40.25416175846872,-111.6853424480541
31,40.25353916464837,-111.68617419722591
31,40.25396600636165,-111.68726608841065
31,40.25523045414176,-111.68727913644526
32,40.248786006042764,-111.63982434046723
32,40.24812278739423,-111.63826064384519
32,40.24691579148863,-111.63775493986465
32,40.246713833410844,-111.63918984169186
32,40.24565694373599,-111.6395875725873
32,40.24487465834183,-111.64035321716703
32,40.245012838451444,-111.64196456953168
32,40.24638225136975,-111.6419463859247
32,40.247249945793435,-111.6411541528693
32,40.248437394525745,-111.64070881595092
33,40.2405150017621,-111.66560992762284
33,40.24053488981479,-111.66727637825721
33,40.241773336045654,-111.66733077426956
33,40.242389665802115,-111.66649285524716
33,40.2423551913968,-111.66482676355903
33,40.241143579373606,-111.66476368006931
34,40.24373867989195,-111.67746700057916
34,40.243449601968585,-111.67776394442284
